,Star_name,Distance,Mass,Radius,gravity
4162,SDSSp J134646.45-003150.4 [de],48.0,0.042001872,0.0965972199999999,1234.571849426372
4163,2MASS J16150413+1340079 [de],48.0,0.040092696,0.0965972199999999,1178.4549471797186
4164,2MASS J03510004-0052452,48.0,0.097367976,0.1305090099999999,1567.877510126036
4165,SDSSp J134646.45-003150.4 [de],48.0,0.042001872,0.0965972199999999,1234.571849426372
4166,2MASS J16150413+1340079 [de],48.0,0.040092696,0.0965972199999999,1178.4549471797186
4167,2MASS J03510004-0052452,48.0,0.097367976,0.1305090099999999,1567.877510126036
4168,SDSSp J134646.45-003150.4 [de],48.0,0.042001872,0.0965972199999999,1234.571849426372
4169,2MASS J16150413+1340079 [de],48.0,0.040092696,0.0965972199999999,1178.4549471797186
4170,2MASS J03510004-0052452,48.0,0.097367976,0.1305090099999999,1567.877510126036
4171,SDSSp J134646.45-003150.4 [de],48.0,0.042001872,0.0965972199999999,1234.571849426372
4172,2MASS J16150413+1340079 [de],48.0,0.040092696,0.0965972199999999,1178.4549471797186
4173,2MASS J03510004-0052452,48.0,0.097367976,0.1305090099999999,1567.877510126036
4174,SDSSp J134646.45-003150.4 [de],48.0,0.042001872,0.0965972199999999,1234.571849426372
4175,2MASS J16150413+1340079 [de],48.0,0.040092696,0.0965972199999999,1178.4549471797186
4176,SDSS J074201.41+205520.5 [de],49.0,0.041047284,0.0965972199999999,1206.513398303045
4177,DENIS-P J1058.7−1548,49.0,0.061093632,0.102763,1586.7166344045677
4178,SDSS J074201.41+205520.5 [de],49.0,0.041047284,0.0965972199999999,1206.513398303045
4179,DENIS-P J1058.7−1548,49.0,0.061093632,0.102763,1586.7166344045677
4180,SDSS J074201.41+205520.5 [de],49.0,0.041047284,0.0965972199999999,1206.513398303045
4181,DENIS-P J1058.7−1548,49.0,0.061093632,0.102763,1586.7166344045677
